Zach Collins,7350000,C,25,SAS,63,26,22.9,4.5,8.7,0.9,2.3,3.6,6.4,1.8,4.5,2.9,0.6,0.8,3.2,11.6,1441,16.4
Jaden Ivey,7252200,SG,20,DET,74,73,31.1,5.5,13.3,1.6,4.7,3.9,8.6,1.0,2.9,5.2,0.8,0.2,3.3,16.3,2304,12.1
Taurean Prince,7100000,PF,28,MIN,54,4,22.1,3.3,7.0,1.4,3.6,1.9,3.4,0.3,2.2,1.6,0.5,0.3,2.3,9.1,1192,10.0
Jae'Sean Tate,7065217,SF,27,HOU,31,7,21.8,3.5,7.4,0.4,1.5,3.1,5.9,1.3,2.5,2.7,0.7,0.2,3.4,9.1,677,12.2
Isaac Okoro,7040880,SF,22,CLE,76,46,21.7,2.3,4.7,0.8,2.3,1.5,2.4,0.7,1.8,1.1,0.7,0.4,2.1,6.4,1652,10.7
Cody Martin,7000000,SF,27,CHO,7,0,19.1,2.0,5.1,0.4,2.0,1.6,3.1,1.1,2.3,1.6,0.6,0.1,1.9,5.0,134,8.7
Jalen Suggs,6922320,SG,21,ORL,53,19,23.5,3.5,8.4,1.2,3.8,2.3,4.6,1.0,2.0,2.9,1.3,0.5,2.3,9.9,1246,12.5
Jaxson Hayes,6803012,C,22,NOP,47,2,13.0,1.8,3.3,0.1,0.6,1.8,2.7,0.8,2.0,0.7,0.4,0.4,1.4,5.0,610,13.7
Khem Birch,6667500,C,30,TOR,20,0,8.1,1.0,1.6,0.1,0.1,0.9,1.5,0.4,0.9,0.4,0.3,0.3,1.2,2.2,162,9.4
Bennedict Mathurin,6586800,SG,20,IND,78,17,28.5,5.3,12.2,1.3,4.0,4.0,8.2,1.1,3.0,1.5,0.6,0.2,2.1,16.7,2222,13.1
Bruce Brown,6479000,SF,26,DEN,80,31,28.5,4.5,9.3,1.1,3.2,3.3,6.1,0.8,3.3,3.4,1.1,0.6,2.4,11.5,2280,13.3
Caleb Martin,6479000,SF,27,MIA,71,49,29.3,3.6,7.7,1.2,3.3,2.4,4.4,1.2,3.6,1.6,1.0,0.4,2.0,9.6,2077,11.4
Joe Ingles,6479000,SF,35,MIL,46,0,22.7,2.3,5.4,1.8,4.4,0.5,1.0,0.3,2.5,3.3,0.7,0.1,1.6,6.9,1044,10.7
Onyeka Okongwu,6395160,C,22,ATL,80,18,23.1,4.0,6.2,0.1,0.2,3.9,6.1,2.7,4.5,1.0,0.7,1.3,3.1,9.9,1849,19.4
Josh Giddey,6287400,PF,20,OKC,76,76,31.1,7.1,14.7,1.0,3.1,6.1,11.6,1.9,5.9,6.2,0.8,0.4,1.9,16.6,2367,17.1
Rui Hachimura,6263188,PF,24,LAL/WAS,63,9,23.3,4.5,9.3,0.8,2.5,3.7,6.7,0.8,3.7,0.9,0.3,0.4,1.1,11.2,1466,13.2
Rudy Gay,6184500,PF,36,UTA,56,0,14.6,1.9,5.1,0.6,2.3,1.4,2.8,0.6,2.3,1.0,0.3,0.3,1.2,5.2,816,9.0
Jevon Carter,6025000,PG,27,MIL,81,39,22.3,3.0,7.0,1.8,4.2,1.2,2.8,0.4,2.1,2.4,0.8,0.4,2.0,8.0,1810,10.9
Shaedon Sharpe,6012960,SG,19,POR,80,15,22.2,3.8,8.1,1.3,3.5,2.6,4.6,0.8,2.2,1.2,0.5,0.3,1.7,9.9,1779,11.5
Cameron Payne,6000000,PG,28,PHO,48,15,20.2,3.9,9.4,1.4,3.9,2.5,5.6,0.3,2.0,4.5,0.7,0.2,1.8,10.3,968,13.2
Justin Holiday,5987975,SF,33,DAL/ATL,46,2,15.3,1.7,4.4,1.0,3.1,0.7,1.3,0.1,1.1,0.9,0.4,0.4,1.5,4.5,706,6.6
Cam Reddish,5954454,SF,23,NYK/POR,40,20,24.8,3.5,7.8,1.1,3.6,2.4,4.2,0.5,1.8,1.4,1.0,0.4,1.8,9.7,990,10.6
Cameron Johnson,5887899,PF,26,BRK/PHO,42,41,28.5,5.3,11.3,2.5,6.1,2.9,5.2,0.8,3.6,1.9,1.2,0.3,2.0,15.5,1199,17.1
Ricky Rubio,5853659,PG,32,CLE,33,2,17.2,1.8,5.4,0.6,2.5,1.2,2.9,0.3,1.8,3.5,0.8,0.2,1.5,5.2,566,10.4
Killian Hayes,5837760,PG,21,DET,76,56,28.3,4.0,10.7,1.1,3.8,3.0,7.0,0.4,2.5,6.2,1.4,0.4,2.9,10.3,2154,10.2
Jonathan Kuminga,5739840,PF,20,GSW,67,16,20.8,3.9,7.4,0.8,2.2,3.1,5.2,1.0,2.4,1.9,0.6,0.5,2.3,9.9,1394,13.3
Pat Connaughton,5728393,SF,30,MIL,61,33,23.7,2.7,6.9,1.8,5.3,0.9,1.6,0.8,3.8,1.3,0.6,0.2,1.1,7.6,1443,10.0
Tyler Herro,5722116,SG,23,MIA,67,67,34.9,7.3,16.6,3.0,8.0,4.2,8.5,0.4,5.0,4.2,0.8,0.2,1.5,20.1,2337,15.3
Romeo Langford,5634257,SG,23,SAS,43,21,19.6,2.8,6.0,0.4,1.4,2.4,4.6,1.3,1.3,1.2,0.6,0.3,1.6,6.9,844,10.4
Dyson Daniels,5508600,PG,19,NOP,59,11,17.7,1.5,3.5,0.5,1.5,1.0,2.1,0.6,2.6,2.3,0.7,0.2,1.7,3.8,1042,8.8
JaVale McGee,5461219,C,35,DAL,42,7,8.5,1.9,3.0,0.0,0.1,1.9,2.9,0.7,1.8,0.3,0.1,0.6,1.3,4.4,355,17.2
Goga Bitadze,5377520,C,23,ORL/IND,38,1,12.0,1.8,3.3,0.2,0.7,1.7,2.6,1.6,2.0,1.0,0.4,0.7,1.7,4.4,457,17.1
Obi Toppin,5348280,PF,24,NYK,67,5,15.7,2.8,6.3,1.3,3.7,1.5,2.6,0.4,2.4,1.0,0.3,0.2,1.0,7.4,1050,13.6
Franz Wagner,5258280,SF,21,ORL,80,80,32.6,6.8,14.0,1.6,4.5,5.2,9.5,0.9,3.2,3.5,1.0,0.2,2.3,18.6,2609,15.9
Kendrick Nunn,5250000,SG,27,LAL/WAS,70,2,13.8,2.7,6.4,1.1,3.2,1.6,3.2,0.2,1.3,1.3,0.4,0.1,0.9,7.1,964,11.1
Hamidou Diallo,5200000,SF,24,DET,56,0,17.8,3.8,6.7,0.1,0.4,3.8,6.3,1.0,2.4,1.0,0.9,0.3,2.2,9.3,996,15.7
Cory Joseph,5155500,PG,31,DET,62,2,19.8,2.4,5.7,1.1,2.9,1.3,2.8,0.3,1.4,3.5,0.5,0.1,1.4,6.9,1227,12.1
Garrett Temple,5155500,SG,36,NOP,25,0,6.5,0.7,1.8,0.4,1.0,0.3,0.8,0.2,0.5,0.5,0.4,0.1,0.6,2.0,162,10.5
Torrey Craig,5121951,PF,32,PHO,79,60,24.7,2.9,6.3,1.3,3.2,1.6,3.1,1.8,3.6,1.5,0.6,0.8,2.3,7.4,1948,11.6
Jeremy Sochan,5063520,PF,19,SAS,56,53,26.0,4.5,9.9,0.6,2.4,3.9,7.5,1.7,3.6,2.5,0.8,0.4,2.5,11.0,1458,11.4
Nickeil Alexander-Walker,5009633,SG,24,MIN/UTA,59,3,15.0,2.2,5.0,1.0,2.7,1.2,2.3,0.3,1.5,1.8,0.5,0.4,1.5,6.2,884,11.6
Furkan Korkmaz,5000000,SG,25,PHI,37,0,9.5,1.3,3.0,0.5,1.2,0.8,1.8,0.2,1.0,0.6,0.3,0.1,0.5,3.8,353,9.3
Deni Avdija,4916160,SF,22,WAS,76,40,26.6,3.3,7.6,0.9,3.1,2.4,4.6,1.0,5.4,2.8,0.9,0.4,2.8,9.2,2020,11.2
Davion Mitchell,4833600,PG,24,SAC,80,9,18.1,2.3,5.0,0.8,2.5,1.5,2.5,0.2,1.1,2.3,0.6,0.2,1.4,5.6,1447,9.4
Johnny Davis,4810320,SG,20,WAS,28,5,15.1,2.4,6.1,0.6,2.5,1.8,3.6,0.4,2.0,1.0,0.4,0.3,1.7,5.8,423,7.2
Ty Jerome,4728948,SG,25,GSW,45,2,18.1,2.6,5.4,0.8,2.0,1.8,3.4,0.2,1.6,3.0,0.5,0.1,1.4,6.9,816,12.8
Jalen Smith,4670160,C,22,IND,68,31,18.8,3.6,7.5,0.8,2.8,2.8,4.7,1.9,3.9,1.0,0.3,0.9,2.3,9.4,1279,15.9
Ziaire Williams,4591680,SF,21,MEM,37,4,15.2,2.3,5.3,0.7,2.6,1.6,2.7,0.4,1.7,0.9,0.4,0.2,1.6,5.7,561,7.4
Ousmane Dieng,4569840,PF,19,OKC,39,1,14.6,1.9,4.6,0.7,2.5,1.3,2.1,0.5,2.2,1.2,0.4,0.2,1.1,4.9,569,9.3
Jeff Green,4500000,PF,36,DEN,56,4,19.5,2.9,5.9,0.5,1.9,2.3,4.0,0.7,1.9,1.2,0.3,0.3,1.8,7.8,1091,11.0
Donte DiVincenzo,4500000,SG,26,GSW,72,36,26.3,3.3,7.5,2.1,5.3,1.2,2.3,1.1,3.4,3.5,1.3,0.1,1.8,9.4,1894,12.8
Devin Vassell,4437000,SG,22,SAS,38,32,31.0,6.9,15.7,2.7,7.0,4.2,8.7,0.2,3.7,3.6,1.1,0.4,1.5,18.5,1178,15.5
Matisse Thybulle,4379526,SF-SG,25,PHI/POR,71,28,16.9,1.5,3.6,0.8,2.1,0.8,1.5,0.6,1.4,0.7,1.2,0.5,1.6,4.1,1200,10.5
Jarred Vanderbilt,4374000,PF,23,LAL/UTA,78,65,24.1,3.2,5.8,0.4,1.2,2.8,4.6,2.2,5.3,2.4,1.1,0.3,2.4,7.9,1879,15.1
James Bouknight,4362240,SG,22,CHO,34,0,15.1,2.0,5.7,1.0,3.2,1.1,2.5,0.2,1.9,1.2,0.4,0.1,1.4,5.6,515,6.2
Brandon Clarke,4343919,PF,26,MEM,56,8,19.5,4.1,6.2,0.0,0.1,4.1,6.1,1.6,3.9,1.3,0.6,0.7,2.3,10.0,1090,20.0
Jalen Williams,4341480,SG,21,OKC,75,62,30.3,5.5,10.6,1.0,2.7,4.5,7.9,1.1,3.4,3.3,1.4,0.5,2.5,14.1,2276,15.6
Grant Williams,4306281,PF,24,BOS,79,23,25.9,2.7,6.0,1.5,3.7,1.3,2.3,1.1,3.5,1.7,0.5,0.4,2.4,8.1,2045,10.3
Darius Bazley,4264628,C,22,OKC/PHO,43,1,14.3,1.9,4.3,0.5,1.2,1.5,3.0,0.8,2.4,0.9,0.5,0.8,1.0,5.2,616,13.1
Tyrese Haliburton,4215120,PG,22,IND,56,56,33.6,7.4,15.0,2.9,7.2,4.5,7.8,0.6,3.1,10.4,1.6,0.4,1.2,20.7,1883,23.6
Nassir Little,4171548,SF,22,POR,54,4,18.1,2.5,5.6,1.1,2.9,1.4,2.7,0.5,2.1,0.9,0.4,0.4,1.2,6.6,976,10.2
Jalen Duren,4124280,C,19,DET,67,31,24.9,3.9,5.9,0.0,0.0,3.9,5.9,3.4,5.5,1.1,0.7,0.9,2.7,9.1,1670,17.3
Gorgui Dieng,4105236,C,33,SAS,31,1,11.5,1.5,3.8,0.7,2.4,0.8,1.4,0.9,2.6,1.7,0.1,0.5,1.8,3.9,358,9.9
Justise Winslow,4097561,PF,26,POR,29,11,26.8,2.8,6.8,0.5,1.6,2.3,5.3,1.7,3.3,3.4,1.0,0.4,3.1,6.8,776,9.3
Dylan Windler,4037277,SF,26,CLE,3,0,3.3,0.7,1.0,0.3,0.7,0.3,0.3,0.0,0.0,0.3,0.3,0.0,0.0,1.7,10,19.0
Stanley Johnson,4022164,SF,26,SAS,30,0,15.6,2.2,4.1,0.6,1.3,1.6,2.7,0.7,2.4,2.2,0.5,0.2,1.6,5.8,469,13.5
George Hill,4000000,PG-SG,36,MIL/IND,46,1,18.1,1.7,3.6,0.7,2.1,1.0,1.5,0.3,1.5,2.4,0.6,0.1,1.2,5.0,834,10.6
Terence Davis,4000000,SG,25,SAC,64,5,13.1,2.4,5.7,1.4,3.8,1.0,1.9,0.3,1.9,1.0,0.7,0.2,1.6,6.7,841,12.9
Chris Duarte,3936960,SF,25,IND,46,12,19.5,2.7,7.2,1.2,3.8,1.5,3.5,0.4,2.1,1.4,0.5,0.2,1.4,7.9,897,8.6
Alex Len,3918600,C,29,SAC,26,2,6.2,0.6,1.2,0.0,0.1,0.6,1.1,0.9,1.4,0.5,0.2,0.4,1.1,1.7,161,12.8
Ochai Agbaji,3918360,SG,22,UTA,59,22,20.5,2.8,6.5,1.4,3.9,1.4,2.7,0.7,1.3,1.1,0.3,0.3,1.7,7.9,1209,9.5
Jordan Poole,3901399,PG,23,GSW,82,43,30.0,6.7,15.6,2.6,7.8,4.1,7.8,0.4,2.4,4.5,0.8,0.3,2.6,20.4,2458,14.6
Keldon Johnson,3873024,SF,23,SAS,63,63,32.7,8.0,17.7,2.1,6.5,5.9,11.2,0.9,4.2,2.9,0.7,0.2,2.0,22.0,2063,15.3
James Johnson,3841067,PF,35,IND,18,1,9.0,1.2,2.7,0.2,0.8,1.1,1.9,0.2,1.4,0.8,0.4,0.3,1.8,2.8,162,8.4
Aaron Nesmith,3804360,SF,23,IND,73,60,24.9,3.5,8.1,1.6,4.3,1.9,3.8,0.8,2.9,1.3,0.8,0.5,3.2,10.1,1816,10.5
Moses Moody,3740160,SG,20,GSW,63,3,13.0,1.7,3.6,0.8,2.1,0.9,1.5,0.4,1.2,0.8,0.3,0.1,0.9,4.8,817,10.3
Mark Williams,3722040,C,21,CHO,43,17,19.3,3.7,5.8,0.0,0.0,3.7,5.8,2.2,4.9,0.4,0.7,1.0,2.2,9.0,828,19.8
Cole Anthony,3613680,PG,22,ORL,60,4,25.9,4.6,10.2,1.3,3.4,3.4,6.7,0.8,4.0,3.9,0.6,0.5,2.6,13.0,1552,16.0
Corey Kispert,3552840,SF,23,WAS,74,45,28.3,3.9,7.9,2.2,5.2,1.7,2.7,0.4,2.4,1.2,0.4,0.1,1.3,11.1,2093,11.5
AJ Griffin,3536160,SF,19,ATL,72,12,19.5,3.4,7.4,1.4,3.6,2.0,3.8,0.5,1.6,1.0,0.6,0.2,1.2,8.9,1401,12.6
Mike Muscala,3500000,C,31,BOS/OKC,63,9,15.0,2.1,4.6,1.3,3.3,0.8,1.3,0.6,2.6,0.8,0.2,0.4,1.6,6.1,945,13.0
Georges Niang,3465000,PF,29,PHI,78,1,19.4,2.8,6.4,2.0,4.9,0.9,1.5,0.2,2.1,1.0,0.4,0.2,1.9,8.2,1512,10.9
Isaiah Stewart,3433320,C,21,DET,50,47,28.3,3.9,8.8,1.3,4.1,2.6,4.7,2.3,5.8,1.4,0.4,0.7,2.7,11.3,1414,13.1
Chuma Okeke,3433320,SF,24,ORL,27,8,19.2,1.6,4.5,1.0,3.2,0.6,1.3,1.0,2.6,1.4,0.7,0.4,1.5,4.7,518,9.1
Amir Coffey,3395062,SF,25,LAC,50,9,12.5,1.1,2.9,0.2,0.8,0.9,2.1,0.3,0.7,1.1,0.1,0.1,1.0,3.4,625,7.0
Tari Eason,3359160,PF,21,HOU,82,5,21.5,3.6,8.0,0.7,2.1,2.9,6.0,2.4,3.7,1.1,1.2,0.6,2.3,9.3,1767,15.2
Aleksej Pokusevski,3261480,PF,21,OKC,34,25,20.6,3.2,7.3,1.1,3.1,2.1,4.3,1.3,3.4,1.9,0.6,1.3,1.7,8.1,701,13.4
Simone Fontecchio,3205128,SF,27,UTA,52,6,14.7,2.2,6.0,1.2,3.7,1.0,2.3,0.6,1.1,0.8,0.3,0.2,1.2,6.3,766,8.0
Andre Drummond,3200000,C,29,CHI,67,0,12.7,2.5,4.1,0.0,0.0,2.5,4.0,2.1,4.6,0.5,0.7,0.4,1.7,6.0,849,20.8
Dalen Terry,3191400,SG,20,CHI,38,0,5.6,0.8,1.9,0.2,0.7,0.7,1.2,0.3,0.7,0.6,0.3,0.1,0.6,2.2,214,14.1
Sterling Brown,3122602,SF,27,LAL,4,0,6.0,0.0,1.0,0.0,0.5,0.0,0.5,0.8,1.3,0.5,0.8,0.0,1.0,0.0,24,7.0
Josh Green,3098400,SG,22,DAL,60,21,25.7,3.4,6.4,1.1,2.8,2.3,3.6,0.9,2.1,1.7,0.7,0.1,2.6,9.1,1539,11.2
Jake LaRavia,3047640,PF,21,MEM,35,0,11.8,1.1,2.7,0.7,2.0,0.4,0.7,0.5,1.3,0.6,0.3,0.1,1.4,3.0,414,6.7
Tre Mann,3046200,PG,21,OKC,67,5,17.7,2.9,7.5,1.2,3.8,1.7,3.6,0.4,1.9,1.8,0.6,0.2,1.5,7.7,1183,10.0
Kevin Knox,3000000,SF-PF,23,DET/POR,63,5,15.1,2.4,5.3,1.0,3.0,1.4,2.3,0.5,2.3,0.5,0.4,0.2,1.5,6.6,952,11.1
Saddiq Bey,2959080,SF,23,DET/ATL,77,37,27.6,4.6,10.9,2.0,5.4,2.6,5.4,1.3,3.4,1.5,0.9,0.2,1.6,13.8,2129,14.6
Malaki Branham,2925600,SG,19,SAS,66,32,23.5,4.1,9.3,1.2,3.9,2.9,5.4,0.4,2.3,1.9,0.5,0.1,1.7,10.2,1550,9.5
Joe Wieskamp,2909261,SF,23,TOR,9,0,5.6,0.3,1.6,0.3,1.3,0.0,0.2,0.0,0.4,0.3,0.0,0.0,0.3,1.0,50,-0.4
Kai Jones,2909040,C,22,CHO,46,0,12.0,1.5,2.6,0.1,0.4,1.4,2.2,0.8,1.9,0.3,0.4,0.7,1.4,3.4,550,10.8
Blake Griffin,2905851,C,33,BOS,41,16,13.9,1.5,3.2,0.6,1.6,1.0,1.6,1.1,2.6,1.5,0.3,0.2,1.8,4.1,569,13.1
Robin Lopez,2905851,C,34,CLE,37,2,8.1,1.3,2.0,0.1,0.1,1.2,1.9,0.6,0.8,0.5,0.1,0.2,1.2,3.0,299,11.6
Markieff Morris,2905851,PF,33,BRK/DAL,35,2,10.1,1.3,3.3,0.8,2.0,0.5,1.3,0.4,1.7,0.9,0.3,0.1,1.4,3.8,355,10.4
Andre Iguodala,2905851,PF,39,GSW,8,0,14.1,0.9,1.9,0.1,1.1,0.8,0.8,0.4,1.8,2.4,0.5,0.4,1.4,2.1,113,7.3
Serge Ibaka,2905851,C,33,MIL,16,0,11.6,1.6,3.4,0.4,1.1,1.3,2.3,0.9,1.8,0.3,0.1,0.4,1.4,4.1,185,9.8
Udonis Haslem,2905851,C,42,MIA,7,1,10.1,1.4,4.1,0.4,1.3,1.0,2.9,0.6,1.0,0.0,0.1,0.3,1.6,3.9,71,6.2
Wesley Matthews,2905851,SF,36,MIL,52,0,15.8,1.1,3.1,0.8,2.4,0.4,0.7,0.7,1.5,0.7,0.4,0.3,1.4,3.4,820,7.0
Austin Rivers,2905851,SG,30,MIN,52,10,19.5,1.8,4.0,0.8,2.4,0.9,1.7,0.1,1.5,1.4,0.5,0.1,1.5,4.9,1016,7.4
Bismack Biyombo,2905851,C,30,PHO,61,14,14.3,2.0,3.4,0.0,0.0,2.0,3.4,1.5,2.8,0.9,0.3,1.4,1.9,4.3,874,14.4
Taj Gibson,2905851,C,37,WAS,49,2,9.8,1.3,2.6,0.2,0.5,1.2,2.1,0.7,1.2,0.7,0.3,0.2,1.7,3.4,480,11.4
Precious Achiuwa,2840160,C,23,TOR,55,12,20.7,3.6,7.3,0.5,2.0,3.0,5.4,1.8,4.1,0.9,0.6,0.5,1.9,9.2,1140,15.2
Christian Braun,2808600,SG,21,DEN,76,6,15.5,1.9,3.8,0.4,1.3,1.4,2.5,0.6,1.8,0.8,0.5,0.2,1.3,4.7,1181,10.3
Jordan Nwora,2800000,SF,24,MIL/IND,62,14,19.2,3.1,7.2,1.4,3.4,1.7,3.8,0.8,2.9,1.4,0.4,0.2,1.2,8.7,1188,12.2
Jalen Johnson,2792640,SF,21,ATL,70,6,14.9,2.3,4.6,0.4,1.5,1.8,3.1,0.7,3.3,1.2,0.5,0.5,1.6,5.6,1042,14.1
Tyrese Maxey,2726880,SG,22,PHI,60,41,33.6,7.3,15.2,2.7,6.2,4.7,9.1,0.4,2.6,3.5,0.8,0.1,2.2,20.3,2016,17.0
Bruno Fernando,2717391,C,24,HOU/ATL,39,4,10.4,1.5,2.9,0.0,0.1,1.5,2.8,1.4,2.1,0.8,0.2,0.9,1.9,3.9,405,16.6
Walker Kessler,2696400,C,21,UTA,74,40,23.0,4.0,5.6,0.0,0.0,4.0,5.6,3.1,5.3,0.9,0.4,2.3,2.3,9.2,1703,21.5
Keon Johnson,2681040,SG,20,POR,40,0,10.4,1.7,4.5,0.7,2.0,1.0,2.4,0.3,0.8,1.5,0.5,0.2,1.1,4.7,416,9.0
Charles Bassey,2674742,C,22,SAS,35,2,14.5,2.5,3.9,0.1,0.2,2.4,3.6,2.1,3.4,1.3,0.5,0.9,2.1,5.7,508,18.8
Matthew Dellavedova,2628597,PG,32,SAC,32,0,6.7,0.5,1.6,0.3,0.8,0.3,0.7,0.0,0.4,1.3,0.2,0.0,0.6,1.5,213,6.7
Trey Lyles,2625000,PF,27,SAC,74,0,16.9,2.5,5.5,1.2,3.2,1.4,2.3,0.9,3.1,0.9,0.4,0.4,1.3,7.6,1247,14.2
Zeke Nnaji,2617800,PF,22,DEN,53,5,13.7,2.1,3.7,0.3,1.2,1.8,2.5,1.2,1.4,0.3,0.3,0.4,2.0,5.2,728,12.5
David Roddy,2588640,PF,21,MEM,70,4,18.0,2.6,6.0,0.9,3.0,1.6,3.0,0.7,2.0,0.8,0.4,0.3,1.5,6.7,1258,8.8
Isaiah Jackson,2573760,C,21,IND,63,12,16.5,2.8,5.0,0.0,0.2,2.8,4.8,1.8,2.7,0.8,0.5,1.5,2.4,7.2,1042,17.5
MarJon Beauchamp,2485200,SF,22,MIL,52,11,13.5,1.8,4.7,0.9,2.7,0.9,1.9,0.7,1.5,0.7,0.4,0.1,1.4,5.1,701,8.2
Usman Garuba,2471160,C,20,HOU,75,1,12.9,1.1,2.4,0.3,0.8,0.8,1.6,1.6,2.5,0.9,0.6,0.4,1.8,3.0,970,12.9
Raul Neto,2463490,PG,30,CLE,48,1,10.5,1.2,2.3,0.3,0.9,0.9,1.4,0.2,0.8,1.6,0.4,0.1,1.0,3.3,505,12.6
Frank Kaminsky,2463490,C,29,HOU/ATL,36,0,6.5,0.9,1.8,0.4,0.9,0.5,0.8,0.2,1.3,0.9,0.2,0.1,0.6,2.5,235,15.3
Montrezl Harrell,2463490,C,29,PHI,57,7,11.9,2.2,3.7,0.0,0.1,2.2,3.6,1.2,1.6,0.6,0.3,0.4,1.3,5.6,681,17.6
Blake Wesley,2385480,SG,19,SAS,37,1,18.1,1.9,5.8,0.5,1.4,1.3,4.4,0.3,1.9,2.7,0.7,0.1,1.8,5.0,669,3.5
Josh Christopher,2372160,SG,21,HOU,64,2,12.3,2.4,5.1,0.3,1.4,2.1,3.8,0.3,0.8,1.1,0.5,0.2,0.9,5.8,786,11.5
Isaiah Roby,2330681,PF,24,SAS,42,2,11.3,1.6,3.7,0.4,1.4,1.2,2.3,0.5,2.0,0.9,0.4,0.2,1.3,4.1,474,9.3
Lindy Waters III,2316876,SG,25,OKC,41,0,13.0,1.7,4.3,1.4,4.0,0.3,0.4,0.4,1.4,0.7,0.3,0.3,1.0,5.2,531,11.8
Immanuel Quickley,2316240,SG,23,NYK,81,21,28.9,5.2,11.6,2.1,5.6,3.1,6.0,0.7,3.4,3.4,1.0,0.2,2.0,14.9,2344,16.3
John Konchar,2300000,SF,26,MEM,72,23,20.8,1.9,4.4,0.8,2.5,1.1,2.0,0.9,3.4,1.4,1.1,0.3,1.6,5.1,1494,10.8
Rodney McGruder,2298385,SG,31,DET,32,12,16.4,1.9,4.8,1.3,3.0,0.7,1.7,0.6,1.7,0.9,0.5,0.0,1.2,5.7,524,10.7
Bryn Forbes,2298385,SG,29,MIN,25,0,10.7,1.2,3.3,0.6,1.8,0.6,1.5,0.2,0.4,0.7,0.3,0.1,0.9,3.6,268,6.2
Damian Jones,2298385,C,27,LAL/UTA,41,1,11.6,1.3,2.1,0.2,0.4,1.1,1.7,1.0,2.0,0.4,0.2,0.5,1.3,3.5,477,12.9
Quentin Grimes,2277000,SG,22,NYK,71,66,29.9,4.0,8.5,2.2,5.7,1.8,2.7,0.7,2.5,2.1,0.7,0.4,2.5,11.3,2121,11.7
Saben Lee,2266640,PG,23,PHI/PHO,25,1,14.9,2.0,4.8,0.4,1.2,1.5,3.6,0.5,1.3,2.7,0.8,0.0,1.3,6.0,373,13.1
Andrew Nembhard,2244111,SG,23,IND,75,63,27.6,3.8,8.6,1.2,3.5,2.6,5.1,0.5,2.2,4.5,0.9,0.2,2.4,9.5,2073,10.0
Payton Pritchard,2239200,PG,25,BOS,48,3,13.4,2.1,5.1,1.2,3.2,0.9,1.9,0.5,1.3,1.3,0.3,0.0,0.8,5.6,643,10.3
Bones Hyland,2201520,PG,22,DEN/LAC,56,1,19.4,4.1,10.2,2.1,5.6,2.0,4.6,0.4,2.1,3.1,0.7,0.3,1.7,11.8,1085,14.9
Bol Bol,2200000,PF,23,ORL,70,33,21.5,3.7,6.8,0.4,1.6,3.3,5.2,1.0,4.8,1.0,0.4,1.2,1.3,9.1,1505,14.4
Peyton Watson,2193960,SG,20,DEN,23,2,8.1,1.3,2.6,0.3,0.6,1.0,2.0,0.3,1.3,0.5,0.1,0.5,0.6,3.3,186,12.8
Udoka Azubuike,2174880,C,23,UTA,36,4,10.0,1.6,2.0,0.0,0.0,1.6,2.0,0.9,2.4,0.3,0.2,0.4,0.9,3.5,359,16.1
Jaden McDaniels,2161440,SF,22,MIN,79,79,30.6,4.7,9.1,1.4,3.4,3.3,5.7,1.2,2.7,1.9,0.9,1.0,3.4,12.1,2416,12.0
Jordan McLaughlin,2160000,PG,26,MIN,43,0,15.8,1.4,3.4,0.6,1.8,0.9,1.6,0.3,1.1,3.4,0.7,0.1,0.7,3.7,678,11.8
Malachi Flynn,2145720,PG,24,TOR,53,2,13.0,1.6,4.6,0.9,2.5,0.8,2.1,0.3,1.2,1.3,0.4,0.1,1.2,4.6,691,8.7
Cam Thomas,2138160,SG,21,BRK,57,4,16.6,3.5,8.0,0.9,2.3,2.6,5.7,0.1,1.5,1.4,0.4,0.1,1.0,10.6,948,14.7
Luke Kornet,2133278,C,27,BOS,69,0,11.7,1.6,2.5,0.0,0.2,1.6,2.3,1.2,1.6,0.8,0.2,0.7,1.2,3.8,804,16.7
Damion Lee,2133278,SG,30,PHO,74,5,20.4,2.7,6.1,1.5,3.3,1.2,2.8,0.5,2.5,1.3,0.4,0.1,1.6,8.2,1506,10.7
Juan Toscano-Anderson,2133278,SF,29,LAL/UTA,52,9,13.5,1.2,2.8,0.2,0.8,1.1,1.9,0.5,1.8,1.3,0.3,0.2,1.5,3.0,700,7.2
Desmond Bane,2130240,SG,24,MEM,58,58,31.7,7.8,16.2,2.9,7.0,4.9,9.2,0.7,4.3,4.4,1.0,0.4,2.6,21.5,1841,19.1
Jaden Springer,2125200,SG,20,PHI,16,2,5.6,1.1,2.2,0.1,0.3,0.9,1.9,0.4,0.5,0.5,0.4,0.2,0.9,2.6,89,17.2
Day'Ron Sharpe,2109480,C,21,BRK,48,3,11.5,1.9,3.6,0.1,0.2,1.8,3.3,2.1,2.1,0.8,0.3,0.7,1.9,4.7,552,17.8
Tony Bradley,2036318,C,25,CHI,12,0,2.8,0.5,1.0,0.3,0.4,0.3,0.6,0.1,0.8,0.1,0.1,0.1,0.2,1.6,33,21.7
Frank Ntilikina,2036318,SG,24,DAL,47,5,12.9,1.0,2.8,0.4,1.4,0.7,1.4,0.1,1.2,1.2,0.3,0.1,1.4,2.9,607,5.2
Garrison Mathews,2000000,SG,26,HOU/ATL,54,0,12.7,1.4,3.7,1.2,3.3,0.2,0.4,0.2,1.1,0.5,0.4,0.1,1.1,4.8,686,9.7
